employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,average_montly_hours
4579,Operations,region_13,Bachelor's,m,other,1,39,4.0,4,0,60.0,0,206
6159,Procurement,region_2,Master's & above,f,sourcing,1,33,2.0,9,0,65.0,0,154
6643,Sales & Marketing,region_30,Bachelor's,m,other,1,50,4.0,5,0,51.0,0,239
12669,Procurement,region_17,Master's & above,f,other,1,36,4.0,8,0,70.0,0,184
3821,Procurement,region_2,Master's & above,m,sourcing,1,34,5.0,10,0,73.0,0,152
11007,Operations,region_29,Bachelor's,m,other,1,32,3.0,3,0,59.0,0,174
5644,Technology,region_2,Bachelor's,f,referred,1,36,5.0,7,0,84.0,0,204
12079,Operations,region_26,Bachelor's,f,sourcing,2,36,4.0,7,0,60.0,0,157
11931,Operations,region_13,Bachelor's,f,other,1,34,5.0,2,0,62.0,0,174
10157,Sales & Marketing,region_3,Bachelor's,m,other,1,41,5.0,7,0,49.0,0,220
3883,Technology,region_2,Master's & above,f,sourcing,1,36,3.0,8,0,78.0,0,163
7764,Legal,region_2,Master's & above,m,other,1,46,3.0,12,0,60.0,0,230
2451,Operations,region_31,Bachelor's,m,sourcing,2,34,4.0,3,0,,0,122
9818,Technology,region_15,Bachelor's,m,other,1,28,2.0,3,0,83.0,0,154
11765,Operations,region_2,Bachelor's,f,referred,1,31,4.0,4,0,62.0,0,235
9846,Technology,region_2,Master's & above,f,other,1,20,3.0,2,0,80.0,0,145
11140,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,42,1.0,7,0,47.0,0,125
10328,Operations,region_27,Master's & above,f,other,1,35,5.0,4,0,60.0,0,225
1509,Analytics,region_2,Master's & above,m,other,2,36,3.0,7,0,83.0,0,133
8772,Analytics,region_7,Bachelor's,m,sourcing,1,33,4.0,4,0,85.0,0,172
8994,Operations,region_12,Bachelor's,f,other,1,33,5.0,6,0,64.0,0,167
4974,Sales & Marketing,region_7,Master's & above,m,other,2,43,1.0,9,0,47.0,0,155
1611,HR,region_13,Bachelor's,m,other,1,41,5.0,4,0,60.0,1,264
2144,Analytics,region_22,Bachelor's,m,other,1,31,3.0,6,0,84.0,0,168
13053,Operations,region_22,Master's & above,f,other,1,49,3.0,11,0,57.0,0,186
9236,Sales & Marketing,region_22,Master's & above,m,sourcing,3,38,3.0,4,0,49.0,0,147
9488,Sales & Marketing,region_10,Master's & above,m,sourcing,1,38,4.0,7,0,56.0,0,250
11643,Technology,region_7,Bachelor's,m,other,1,29,4.0,5,0,79.0,0,153
6818,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,26,3.0,2,0,48.0,0,125
13195,Sales & Marketing,region_13,Master's & above,f,sourcing,1,36,3.0,3,0,51.0,0,174
9480,HR,region_2,Bachelor's,f,referred,1,36,3.0,5,0,51.0,0,257
10236,Legal,region_7,Bachelor's,m,sourcing,1,32,,1,0,60.0,0,132
10838,Sales & Marketing,region_9,Bachelor's,m,other,1,29,1.0,6,0,46.0,0,161
7538,Analytics,region_7,Bachelor's,m,other,2,30,,1,0,85.0,0,181
8787,Sales & Marketing,region_2,,f,other,1,53,2.0,9,0,49.0,0,192
2033,Procurement,region_2,Master's & above,m,sourcing,3,38,3.0,4,0,71.0,0,224
12696,Sales & Marketing,region_2,Master's & above,m,other,1,40,1.0,5,0,49.0,0,236
9427,Operations,region_19,Bachelor's,m,sourcing,1,43,4.0,6,0,57.0,0,218
14825,Technology,region_7,Bachelor's,f,other,1,30,2.0,4,0,77.0,0,167
4838,Analytics,region_22,Bachelor's,m,other,1,28,,1,0,86.0,1,259
11997,Sales & Marketing,region_1,Master's & above,f,other,1,37,4.0,3,0,52.0,0,266
8187,Procurement,region_2,Bachelor's,f,sourcing,1,39,3.0,13,0,83.0,1,136
5880,Operations,region_4,Bachelor's,m,other,1,27,2.0,2,0,,0,126
7405,Operations,region_22,Bachelor's,m,other,1,36,4.0,7,0,62.0,0,257
13578,Sales & Marketing,region_2,Bachelor's,m,other,1,56,5.0,5,0,93.0,1,251
11918,Procurement,region_7,Master's & above,m,sourcing,1,59,3.0,3,0,74.0,1,296
12698,Sales & Marketing,region_10,Master's & above,f,sourcing,1,35,5.0,3,0,50.0,0,306
7657,Technology,region_7,Bachelor's,m,other,3,28,,1,0,83.0,0,132
11996,Procurement,region_7,Bachelor's,m,other,1,31,3.0,6,0,70.0,0,199
1490,Analytics,region_34,Bachelor's,m,sourcing,1,35,5.0,5,0,89.0,0,134
2677,Sales & Marketing,region_28,Master's & above,f,other,1,33,4.0,6,0,43.0,0,224
13052,Sales & Marketing,region_2,Bachelor's,m,other,1,37,5.0,8,0,52.0,0,183
10598,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,2.0,3,0,,0,222
9255,Legal,region_22,Master's & above,m,other,3,35,3.0,6,0,62.0,0,267
5381,Sales & Marketing,region_2,Bachelor's,m,referred,1,33,5.0,4,0,48.0,0,171
9627,Operations,region_29,Bachelor's,f,other,2,32,3.0,6,0,,0,209
9607,Sales & Marketing,region_2,Master's & above,m,other,1,36,5.0,9,0,47.0,0,169
10649,Sales & Marketing,region_10,Bachelor's,f,other,1,30,3.0,8,0,49.0,0,183
3216,Technology,region_5,Bachelor's,m,sourcing,1,37,2.0,9,0,79.0,0,248
1097,Analytics,region_7,Master's & above,m,other,2,42,3.0,2,0,82.0,0,139
6895,Sales & Marketing,region_4,Bachelor's,m,other,1,30,1.0,4,0,50.0,0,177
2412,Operations,region_2,Bachelor's,f,sourcing,1,53,5.0,5,0,62.0,0,140
13039,Procurement,region_15,Bachelor's,m,other,1,45,5.0,6,0,70.0,0,218
10655,Operations,region_2,Bachelor's,m,other,1,25,1.0,3,0,,0,146
14431,Procurement,region_2,Below Secondary,m,sourcing,1,23,,1,0,68.0,0,225
665,Operations,region_2,Master's & above,f,sourcing,1,54,5.0,11,0,58.0,1,276
6048,Operations,region_22,Bachelor's,m,other,1,31,1.0,6,0,57.0,0,260
8745,Procurement,region_8,Bachelor's,f,sourcing,1,31,5.0,3,0,87.0,1,298
7145,Sales & Marketing,region_7,,m,other,1,29,5.0,2,0,52.0,0,142
12345,Operations,region_20,Bachelor's,f,sourcing,3,30,2.0,4,0,55.0,0,131
12869,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,3.0,5,0,48.0,0,175
2525,Technology,region_2,Master's & above,m,other,1,39,3.0,8,0,79.0,0,206
13437,Sales & Marketing,region_1,Master's & above,m,other,1,31,2.0,3,0,52.0,0,203
1344,Sales & Marketing,region_4,Master's & above,m,sourcing,1,50,1.0,10,0,51.0,0,171
3955,Operations,region_31,Bachelor's,m,other,1,31,4.0,4,0,56.0,0,121
3781,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,33,5.0,4,0,50.0,1,238
7114,Operations,region_27,Bachelor's,m,other,1,31,3.0,5,0,55.0,0,244
5761,Sales & Marketing,region_6,Bachelor's,f,other,1,26,1.0,3,0,52.0,0,141
13551,Technology,region_33,Bachelor's,m,other,1,44,3.0,13,0,81.0,0,157
834,Procurement,region_2,Bachelor's,f,other,1,32,1.0,3,0,69.0,0,218
4798,Finance,region_2,Bachelor's,f,other,1,36,5.0,10,0,57.0,0,188
13422,Technology,region_7,Bachelor's,m,sourcing,1,44,1.0,13,0,79.0,0,182
7252,Sales & Marketing,region_2,Master's & above,f,sourcing,1,40,1.0,7,0,48.0,0,197
8310,Analytics,region_4,Bachelor's,m,other,1,34,5.0,9,0,84.0,0,140
14010,Finance,region_28,Bachelor's,f,other,1,29,,1,0,53.0,0,177
4831,HR,region_2,Bachelor's,f,other,1,24,,1,0,49.0,0,213
3033,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,2.0,2,0,62.0,1,273
3298,Analytics,region_4,Bachelor's,m,sourcing,1,42,3.0,9,0,84.0,0,176
6762,Operations,region_4,Master's & above,m,other,1,35,4.0,9,0,58.0,0,216
2580,Operations,region_26,Bachelor's,m,other,1,45,5.0,3,0,59.0,0,281
11886,Finance,region_23,Bachelor's,m,other,1,32,1.0,9,0,60.0,0,220
10697,Technology,region_27,Bachelor's,m,sourcing,1,24,3.0,2,0,89.0,1,269
12725,Operations,region_2,Bachelor's,m,sourcing,1,34,4.0,3,0,60.0,0,203
12425,Technology,region_26,Bachelor's,m,other,1,31,1.0,5,0,77.0,0,196
10734,Operations,region_22,Bachelor's,m,other,1,55,4.0,2,0,64.0,0,224
7447,Sales & Marketing,region_25,Master's & above,m,sourcing,1,34,2.0,6,0,49.0,0,121
47,Sales & Marketing,region_1,Bachelor's,m,other,1,34,1.0,10,0,82.0,1,233
6624,Finance,region_26,Bachelor's,m,sourcing,2,26,3.0,3,0,,0,163
778,R&D,region_27,,m,other,2,28,3.0,1,0,81.0,0,294
11530,Analytics,region_2,Master's & above,m,other,3,59,5.0,25,0,89.0,1,164
6976,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,,1,0,50.0,0,203
2909,Operations,region_15,Bachelor's,m,referred,2,38,5.0,5,0,56.0,0,259
9833,Operations,region_13,Master's & above,f,other,1,38,4.0,4,0,60.0,0,166
4648,Operations,region_13,Bachelor's,m,other,1,30,5.0,4,0,59.0,0,134
5976,Sales & Marketing,region_22,Bachelor's,f,sourcing,3,31,1.0,6,0,46.0,0,141
14837,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,25,3.0,2,0,46.0,0,126
7991,Technology,region_2,Below Secondary,m,other,1,22,3.0,2,0,83.0,0,182
5811,Operations,region_15,Master's & above,m,other,1,38,4.0,7,0,58.0,0,134
14368,Operations,region_15,Bachelor's,f,sourcing,1,30,5.0,5,0,60.0,0,240
9956,R&D,region_11,Bachelor's,m,sourcing,1,34,3.0,3,0,87.0,0,229
2301,Operations,region_2,Master's & above,m,other,1,38,1.0,8,0,58.0,0,106
8102,Technology,region_7,Master's & above,f,referred,1,33,5.0,9,0,84.0,0,133
5177,Sales & Marketing,region_22,Bachelor's,m,other,3,28,2.0,4,0,49.0,0,140
14184,Analytics,region_31,Bachelor's,m,other,1,29,1.0,3,0,85.0,0,239
11009,Sales & Marketing,region_23,Master's & above,m,other,1,37,5.0,10,0,42.0,0,215
3261,Operations,region_16,Bachelor's,m,sourcing,1,31,5.0,3,0,64.0,0,131
4694,R&D,region_2,Bachelor's,m,sourcing,3,32,4.0,5,0,79.0,0,243
14648,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,28,,1,0,51.0,0,261
8853,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,31,5.0,4,0,46.0,0,190
2738,Sales & Marketing,region_2,Master's & above,f,other,1,42,2.0,6,0,52.0,0,246
669,Sales & Marketing,region_13,Bachelor's,f,other,1,31,5.0,4,0,46.0,0,169
3346,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,34,3.0,7,0,54.0,1,284
3061,Sales & Marketing,region_26,Bachelor's,m,other,1,33,4.0,6,0,48.0,0,143
1277,HR,region_22,Bachelor's,m,other,1,28,3.0,2,0,53.0,0,139
11819,Sales & Marketing,region_27,Bachelor's,m,other,1,29,1.0,1,1,47.0,0,210
3597,Legal,region_23,Master's & above,m,sourcing,1,43,3.0,8,0,,0,145
13782,Analytics,region_25,Master's & above,m,other,1,35,3.0,9,0,84.0,0,168
7287,HR,region_24,Bachelor's,m,other,1,30,3.0,3,0,43.0,0,254
6600,Technology,region_23,Bachelor's,f,other,2,31,4.0,2,0,78.0,0,133
7736,Finance,region_6,Bachelor's,f,other,1,26,,1,0,62.0,0,229
14425,Sales & Marketing,region_2,,m,other,1,26,,1,0,48.0,0,178
5884,Operations,region_31,Bachelor's,m,other,1,35,4.0,10,0,74.0,1,268
6095,HR,region_2,Master's & above,f,other,1,56,3.0,16,0,48.0,0,159
12106,Operations,region_5,Master's & above,m,other,1,39,5.0,4,0,57.0,0,202
4921,Operations,region_11,Bachelor's,m,sourcing,1,30,3.0,4,0,59.0,0,170
14710,Operations,region_13,Bachelor's,f,other,1,33,4.0,5,0,56.0,0,230
9650,Technology,region_7,Master's & above,m,other,1,48,2.0,16,0,83.0,0,170
11607,Operations,region_15,Bachelor's,m,referred,1,38,5.0,10,0,62.0,0,106
11770,Sales & Marketing,region_27,Master's & above,m,sourcing,1,42,3.0,10,0,46.0,0,233
4717,Analytics,region_29,Bachelor's,m,sourcing,1,42,1.0,2,0,83.0,0,168
59,R&D,region_22,Master's & above,m,other,2,28,3.0,4,0,84.0,0,128
14535,Finance,region_7,Bachelor's,f,sourcing,1,29,3.0,5,0,60.0,0,287
8442,Procurement,region_2,Master's & above,m,sourcing,4,43,3.0,2,0,71.0,0,121
4034,Finance,region_29,Bachelor's,f,other,1,27,4.0,3,0,,0,153
9756,Operations,region_2,Bachelor's,m,other,1,37,4.0,3,0,,0,218
11978,Operations,region_14,Bachelor's,f,other,1,38,2.0,3,0,60.0,0,219
1104,Analytics,region_22,Bachelor's,m,sourcing,3,30,5.0,2,0,83.0,0,156
5830,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,39,1.0,4,0,49.0,0,156
6020,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,48,1.0,9,0,56.0,0,269
7429,Operations,region_4,Master's & above,f,other,1,35,4.0,7,0,55.0,1,239
14021,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,48,3.0,7,0,47.0,1,249
4605,Finance,region_2,Bachelor's,f,sourcing,1,40,3.0,3,0,58.0,0,189
2775,HR,region_7,Bachelor's,m,sourcing,1,31,3.0,3,0,49.0,0,177
10530,Procurement,region_11,Bachelor's,m,sourcing,1,28,5.0,3,0,73.0,0,200
12541,Sales & Marketing,region_2,Master's & above,f,other,1,51,3.0,19,0,46.0,0,129
5444,Sales & Marketing,region_13,Master's & above,m,other,1,37,3.0,4,0,48.0,0,133
1991,Operations,region_4,Master's & above,f,sourcing,1,43,5.0,4,0,77.0,1,137
4584,Procurement,region_7,Bachelor's,f,other,1,35,3.0,8,0,69.0,0,179
11031,Operations,region_2,Bachelor's,m,other,5,25,5.0,2,0,60.0,1,238
3999,Technology,region_31,,f,sourcing,1,27,1.0,4,0,74.0,0,200
1559,Operations,region_24,Bachelor's,m,sourcing,1,31,4.0,4,0,56.0,0,126
6313,Operations,region_15,Master's & above,m,other,1,32,,1,0,62.0,0,210
6184,Operations,region_7,Master's & above,m,sourcing,1,50,4.0,22,0,56.0,0,195
1482,Operations,region_22,Bachelor's,m,other,1,27,4.0,2,0,65.0,0,277
10277,Technology,region_4,Master's & above,f,sourcing,1,38,3.0,9,0,78.0,0,123
8369,Sales & Marketing,region_2,Bachelor's,m,referred,1,36,5.0,4,0,46.0,0,132
13277,Sales & Marketing,region_30,Bachelor's,m,other,1,38,4.0,2,0,48.0,0,194
10392,Procurement,region_17,Bachelor's,f,sourcing,1,53,2.0,3,0,72.0,0,186
13387,Technology,region_23,Bachelor's,f,sourcing,2,33,3.0,6,0,79.0,0,219
9770,Operations,region_31,Bachelor's,m,other,1,30,3.0,5,0,62.0,0,241
4640,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,34,2.0,7,0,46.0,0,226
1541,Operations,region_26,Bachelor's,m,sourcing,1,34,4.0,10,0,,0,145
7010,Finance,region_22,Bachelor's,m,other,1,25,,1,0,56.0,0,155
7296,Finance,region_28,Bachelor's,m,other,1,30,3.0,4,0,59.0,0,141
14186,Legal,region_2,Master's & above,m,sourcing,1,46,5.0,7,0,60.0,0,153
9324,Sales & Marketing,region_29,Master's & above,m,sourcing,1,42,3.0,6,0,50.0,0,222
1025,Operations,region_3,Master's & above,f,other,1,35,4.0,7,0,,1,276
8291,Operations,region_7,Bachelor's,f,other,1,34,4.0,5,0,,0,192
839,Legal,region_2,Master's & above,f,sourcing,1,42,4.0,13,0,57.0,0,161
4136,Analytics,region_26,Bachelor's,m,sourcing,1,55,5.0,27,0,86.0,0,205
7068,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,26,3.0,3,0,49.0,0,179
56,Sales & Marketing,region_28,Master's & above,m,other,1,36,5.0,3,0,48.0,1,267
10584,Operations,region_4,Master's & above,f,sourcing,1,42,4.0,15,0,59.0,0,142
11163,Procurement,region_27,Bachelor's,f,sourcing,1,39,3.0,9,0,66.0,0,175
9152,Analytics,region_29,Bachelor's,m,sourcing,1,26,5.0,4,0,82.0,0,189
14461,Operations,region_16,Master's & above,m,other,1,47,5.0,4,0,62.0,0,217
14045,Operations,region_2,Master's & above,m,sourcing,1,58,3.0,32,0,59.0,0,162
12548,Technology,region_22,Bachelor's,m,other,3,37,3.0,7,0,76.0,0,141
11721,R&D,region_29,Bachelor's,m,other,2,29,2.0,5,0,82.0,0,150
13162,HR,region_26,Bachelor's,m,sourcing,1,30,3.0,4,0,52.0,0,126
9897,Finance,region_10,Bachelor's,m,sourcing,2,30,1.0,1,0,59.0,0,206
4661,Procurement,region_24,Master's & above,m,sourcing,1,31,3.0,3,0,72.0,0,208
4436,Procurement,region_28,Bachelor's,m,other,1,29,3.0,2,0,70.0,0,182
6372,HR,region_7,Bachelor's,m,sourcing,1,32,2.0,4,0,51.0,0,240
6991,Sales & Marketing,region_22,,m,other,1,43,1.0,5,0,46.0,0,226
3819,Operations,region_22,Bachelor's,m,referred,1,35,4.0,8,0,62.0,0,228
8931,Sales & Marketing,region_1,Master's & above,m,sourcing,1,32,3.0,7,0,50.0,0,181
4411,Operations,region_11,Master's & above,f,sourcing,1,40,3.0,11,0,64.0,0,206
6404,Procurement,region_14,Master's & above,f,other,1,40,1.0,6,0,71.0,0,120
8270,Operations,region_21,Bachelor's,f,other,1,27,2.0,2,0,58.0,1,272
2848,Technology,region_7,Master's & above,f,sourcing,4,37,5.0,6,0,90.0,1,233
5992,Technology,region_22,Master's & above,f,sourcing,1,35,5.0,6,0,80.0,0,238
4637,Operations,region_3,Bachelor's,f,other,1,28,5.0,5,0,60.0,0,230
10217,Technology,region_2,Master's & above,m,other,1,40,3.0,6,0,79.0,0,259
3843,Technology,region_23,Bachelor's,f,other,2,29,3.0,2,0,81.0,0,151
14904,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,3.0,7,0,51.0,0,159
6738,Procurement,region_10,Bachelor's,f,other,1,32,5.0,10,0,72.0,0,242
7149,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,5.0,7,0,54.0,0,186
7082,Analytics,region_2,Bachelor's,m,other,1,34,3.0,3,0,86.0,0,150
2544,Operations,region_29,Master's & above,m,other,1,35,1.0,6,0,60.0,0,226
6000,R&D,region_26,Bachelor's,m,sourcing,3,27,5.0,2,0,83.0,0,173
2271,Technology,region_7,Bachelor's,f,other,1,31,5.0,3,0,82.0,0,121
11173,Operations,region_22,Master's & above,m,sourcing,1,42,5.0,11,0,,0,207
11866,Technology,region_7,Bachelor's,m,other,1,31,2.0,7,0,77.0,0,199
1071,HR,region_2,Master's & above,m,other,1,56,4.0,18,0,47.0,0,138
10963,Sales & Marketing,region_13,Master's & above,m,other,1,46,4.0,19,0,48.0,0,233
7588,Technology,region_22,Bachelor's,f,sourcing,4,29,3.0,2,0,79.0,0,198
4996,Analytics,region_32,Bachelor's,m,sourcing,2,30,5.0,6,0,80.0,0,211
8029,Procurement,region_2,Below Secondary,f,other,2,24,3.0,2,0,70.0,0,272
2940,Sales & Marketing,region_31,Master's & above,m,sourcing,1,35,2.0,4,0,49.0,0,121
10650,Operations,region_4,Master's & above,m,other,1,33,3.0,7,0,60.0,0,217
7376,HR,region_4,Bachelor's,m,other,1,27,5.0,2,0,49.0,0,199
10013,Analytics,region_22,Bachelor's,m,sourcing,2,31,3.0,5,0,83.0,0,185
2945,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,4.0,4,0,50.0,0,182
972,Technology,region_27,Bachelor's,f,sourcing,1,27,3.0,6,0,79.0,0,264
5769,Sales & Marketing,region_3,Bachelor's,m,other,1,37,1.0,5,0,51.0,0,150
4426,Operations,region_23,Master's & above,m,other,1,39,3.0,7,0,60.0,0,229
1278,Procurement,region_16,Bachelor's,f,sourcing,1,27,4.0,3,0,70.0,0,142
3166,Operations,region_1,Bachelor's,m,other,1,32,5.0,6,0,60.0,0,169
1313,Analytics,region_7,Bachelor's,m,other,1,32,4.0,3,0,90.0,0,210
12882,Operations,region_13,Master's & above,f,sourcing,1,31,4.0,2,0,60.0,0,128
6476,Analytics,region_28,Master's & above,m,sourcing,1,40,5.0,7,0,84.0,0,202
1979,Sales & Marketing,region_20,Bachelor's,m,other,1,30,2.0,5,0,49.0,0,155
9216,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,5.0,5,0,,0,207
7665,Sales & Marketing,region_7,Master's & above,m,other,3,45,3.0,7,0,46.0,0,153
2204,Analytics,region_22,Bachelor's,m,sourcing,1,37,2.0,7,0,83.0,0,216
4964,Operations,region_21,Bachelor's,f,other,1,43,5.0,2,0,59.0,0,126
13284,Sales & Marketing,region_20,Bachelor's,m,other,2,30,5.0,5,0,51.0,1,275
8953,Procurement,region_13,Master's & above,m,sourcing,1,30,2.0,2,0,70.0,0,147
2055,Sales & Marketing,region_17,Bachelor's,m,other,1,29,3.0,4,0,53.0,0,182
3816,Legal,region_13,Bachelor's,m,sourcing,1,34,3.0,3,0,62.0,0,163
13672,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,30,1.0,5,0,44.0,0,251
265,Procurement,region_2,Master's & above,f,other,1,58,4.0,26,0,71.0,0,139
13894,Technology,region_2,Bachelor's,f,other,1,46,5.0,13,0,81.0,0,133
4555,Procurement,region_30,Bachelor's,f,other,1,31,1.0,3,0,73.0,0,168
3978,Sales & Marketing,region_27,Bachelor's,f,other,1,34,1.0,8,0,,0,185
3933,Sales & Marketing,region_7,Bachelor's,m,other,1,37,3.0,6,0,49.0,0,131
11987,Operations,region_4,Master's & above,m,sourcing,2,34,3.0,7,0,57.0,0,142
8697,Sales & Marketing,region_22,Master's & above,m,sourcing,1,56,5.0,11,0,49.0,0,177
10578,Technology,region_26,Bachelor's,m,other,1,50,5.0,12,0,80.0,0,170
2660,Sales & Marketing,region_4,Master's & above,m,sourcing,1,36,4.0,6,0,53.0,0,219
14852,Procurement,region_27,Bachelor's,f,other,1,32,5.0,7,0,69.0,0,128
455,Operations,region_15,Bachelor's,f,sourcing,1,33,3.0,10,0,69.0,1,270
11933,Sales & Marketing,region_27,Master's & above,m,other,1,37,2.0,7,0,52.0,0,124
8290,Sales & Marketing,region_9,Bachelor's,f,other,1,30,3.0,2,0,,0,214
4880,Procurement,region_2,Master's & above,f,sourcing,1,43,5.0,7,0,71.0,0,133
9252,Technology,region_2,Master's & above,f,other,1,34,5.0,7,0,79.0,0,227
1690,Operations,region_13,Bachelor's,f,sourcing,1,32,3.0,6,0,,0,125
1765,Sales & Marketing,region_2,Bachelor's,f,other,2,32,4.0,8,0,47.0,0,215
11888,Sales & Marketing,region_10,Bachelor's,m,other,1,40,3.0,10,0,46.0,0,241
2302,Operations,region_22,Bachelor's,f,other,1,31,3.0,4,0,59.0,1,280
3772,Analytics,region_1,Master's & above,m,other,1,30,5.0,5,0,84.0,1,246
9311,Operations,region_30,Bachelor's,f,other,1,39,4.0,12,0,56.0,0,161
5954,Operations,region_28,Master's & above,m,other,1,34,1.0,2,0,63.0,0,189
9360,Analytics,region_28,Bachelor's,m,sourcing,1,26,1.0,3,0,86.0,0,271
11309,Operations,region_20,Master's & above,m,sourcing,1,31,5.0,7,0,66.0,0,247
11514,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,30,,1,0,62.0,1,199
12048,Sales & Marketing,region_29,Bachelor's,m,other,1,30,3.0,7,0,48.0,0,273
5306,Procurement,region_22,Bachelor's,m,sourcing,1,27,,1,0,69.0,1,259
2067,Procurement,region_30,Bachelor's,m,sourcing,1,34,4.0,7,0,74.0,0,143
11754,Technology,region_19,Bachelor's,m,sourcing,2,46,3.0,15,0,77.0,0,131
14460,Sales & Marketing,region_27,Bachelor's,m,sourcing,4,27,1.0,4,0,48.0,0,228
445,Procurement,region_27,Bachelor's,f,sourcing,1,33,1.0,8,0,74.0,0,127
8407,Analytics,region_31,Bachelor's,m,other,1,24,,1,0,85.0,0,161
10869,Operations,region_20,Bachelor's,f,other,1,30,4.0,4,0,60.0,0,155
3372,Procurement,region_7,Bachelor's,m,sourcing,1,49,3.0,3,0,68.0,0,171
8876,Operations,region_2,Master's & above,m,sourcing,1,39,5.0,5,0,56.0,0,216
10951,Sales & Marketing,region_2,Bachelor's,m,other,1,37,4.0,5,0,,0,206
3306,Sales & Marketing,region_17,Master's & above,m,sourcing,1,39,4.0,7,0,48.0,0,176
276,Sales & Marketing,region_22,,m,sourcing,4,28,3.0,7,0,46.0,0,157
1220,Sales & Marketing,region_7,Bachelor's,f,other,1,37,3.0,7,0,51.0,0,243
12757,HR,region_11,Bachelor's,f,sourcing,1,32,1.0,8,0,53.0,0,217
13651,Analytics,region_29,Bachelor's,f,other,1,32,3.0,4,0,86.0,0,260
1855,Operations,region_2,Bachelor's,f,sourcing,1,58,5.0,7,0,,0,138
8100,Operations,region_22,Bachelor's,f,sourcing,1,34,4.0,9,0,,0,206
6869,Procurement,region_7,Master's & above,m,other,1,42,4.0,5,0,69.0,0,170
9066,Analytics,region_11,Bachelor's,m,other,3,28,3.0,5,0,85.0,0,188
9951,Operations,region_27,Bachelor's,m,sourcing,1,43,5.0,7,0,60.0,0,196
6191,Operations,region_31,Bachelor's,m,other,1,29,3.0,7,0,60.0,0,149
11463,Legal,region_13,Bachelor's,f,other,1,32,,1,0,64.0,0,176
13100,Procurement,region_26,Bachelor's,f,other,1,35,3.0,3,0,66.0,0,152
1608,Operations,region_22,Master's & above,m,referred,1,42,5.0,6,0,57.0,0,239
5097,Sales & Marketing,region_2,Bachelor's,m,other,1,46,1.0,14,0,49.0,0,227
8933,Operations,region_2,Master's & above,m,other,1,53,5.0,13,0,60.0,0,199
14909,Procurement,region_15,Master's & above,f,other,1,33,3.0,3,0,75.0,0,123
78,Technology,region_2,Bachelor's,f,sourcing,1,52,3.0,23,0,79.0,0,214
6862,Operations,region_15,Bachelor's,f,sourcing,1,35,4.0,6,0,,0,237
6563,HR,region_2,Bachelor's,m,sourcing,1,55,3.0,6,0,48.0,0,146
8319,Operations,region_16,Bachelor's,f,other,1,36,3.0,3,0,55.0,0,159
5258,Finance,region_15,Bachelor's,m,sourcing,2,33,5.0,7,0,57.0,0,161
1256,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,30,1.0,2,0,51.0,0,142
11697,HR,region_29,Bachelor's,m,other,1,35,1.0,9,0,48.0,0,177
11389,Analytics,region_20,Bachelor's,m,sourcing,2,30,3.0,4,0,86.0,0,252
13655,R&D,region_7,Bachelor's,m,other,3,29,4.0,3,0,80.0,0,205
1657,Operations,region_7,Bachelor's,f,other,1,40,5.0,6,0,60.0,0,260
12828,Procurement,region_7,Bachelor's,f,sourcing,1,33,5.0,5,0,68.0,1,170
11490,Operations,region_2,Bachelor's,f,other,1,34,5.0,7,0,63.0,0,157
14758,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,30,5.0,3,0,50.0,0,149
4188,Operations,region_10,Master's & above,f,sourcing,1,31,2.0,3,0,59.0,0,282
3831,Analytics,region_29,Bachelor's,m,other,3,34,5.0,6,1,80.0,0,155
11196,Procurement,region_16,Bachelor's,f,other,1,31,5.0,8,0,71.0,1,271
2110,HR,region_11,Bachelor's,m,other,1,27,3.0,2,0,51.0,0,151
4980,Operations,region_16,Bachelor's,f,other,1,34,3.0,9,0,58.0,0,97
418,Technology,region_2,Bachelor's,m,other,2,34,2.0,2,0,76.0,0,165
10760,Operations,region_13,Master's & above,m,other,1,34,5.0,9,0,56.0,0,135
8382,HR,region_2,Master's & above,m,sourcing,1,54,3.0,20,0,49.0,0,222
